X_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,geometry
31,GO-2004564223,1088654400000,2004,July,1,Thursday,183,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.522654609, 43.772157878]]}"
32,GO-2004565547,1089000000000,2004,July,5,Monday,187,D41,Stabbing,121,Oakridge,121,Oakridge (121),"{'type': 'MultiPoint', 'coordinates': [[-79.2757863749999, 43.69953552]]}"
33,GO-2004565561,1089172800000,2004,July,7,Wednesday,189,D22,Stabbing,16,Stonegate-Queensway,16,Stonegate-Queensway (16),"{'type': 'MultiPoint', 'coordinates': [[-79.4852412119999, 43.6301484950001]]}"
34,GO-2004564251,1089259200000,2004,July,8,Thursday,190,D31,Stabbing,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.505284643, 43.708427246]]}"
35,GO-2004565588,1089345600000,2004,July,9,Friday,191,D32,Stabbing,151,Yonge-Doris,51,Willowdale East (51),"{'type': 'MultiPoint', 'coordinates': [[-79.412439278, 43.7674757870001]]}"
36,GO-2004986698,1089604800000,2004,July,12,Monday,194,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.236044073, 43.791874288]]}"
37,GO-2004592201,1090382400000,2004,July,21,Wednesday,203,D33,Shooting,48,Hillcrest Village,48,Hillcrest Village (48),"{'type': 'MultiPoint', 'coordinates': [[-79.356328791, 43.800870408]]}"
38,GO-2004593866,1090555200000,2004,July,23,Friday,205,D11,Other,90,Junction Area,90,Junction Area (90),"{'type': 'MultiPoint', 'coordinates': [[-79.467640624, 43.663246455]]}"
39,GO-2004594159,1090641600000,2004,July,24,Saturday,206,D51,Shooting,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.366661654, 43.65066769]]}"
40,GO-2004607864,1091678400000,2004,August,5,Thursday,218,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.453387919, 43.663324527]]}"
41,GO-2004616055,1092801600000,2004,August,18,Wednesday,231,D31,Stabbing,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.503789347, 43.7028788550001]]}"
42,GO-2004605174,1092888000000,2004,August,19,Thursday,232,D13,Stabbing,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),"{'type': 'MultiPoint', 'coordinates': [[-79.441079381, 43.7022392600001]]}"
43,GO-2004592255,1093838400000,2004,August,30,Monday,243,D42,Shooting,134,Highland Creek,134,Highland Creek (134),"{'type': 'MultiPoint', 'coordinates': [[-79.157766437, 43.793844274]]}"
44,GO-2004635798,1093838400000,2004,August,30,Monday,243,D51,Other,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.372690151, 43.6523765910001]]}"
45,GO-2004642839,1093924800000,2004,August,31,Tuesday,244,D31,Stabbing,22,Humbermede,22,Humbermede (22),"{'type': 'MultiPoint', 'coordinates': [[-79.5490654929999, 43.7506438840001]]}"
46,GO-2004642110,1094356800000,2004,September,5,Sunday,249,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),"{'type': 'MultiPoint', 'coordinates': [[-79.561429135, 43.7006338670001]]}"
47,GO-2004650681,1095739200000,2004,September,21,Tuesday,265,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.613307583, 43.732169893]]}"
48,GO-2004633558,1095825600000,2004,September,22,Wednesday,266,D11,Other,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.492356904, 43.74532314]]}"
49,GO-2004676448,1097208000000,2004,October,8,Friday,282,D55,Other,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.337263487, 43.660558925]]}"
50,GO-2004683174,1097812800000,2004,October,15,Friday,289,D31,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.500535644, 43.711270146]]}"
51,GO-2004643900,1098331200000,2004,October,21,Thursday,295,D11,Other,88,High Park North,88,High Park North (88),"{'type': 'MultiPoint', 'coordinates': [[-79.47285542, 43.651894545]]}"
52,GO-2004696852,1098849600000,2004,October,27,Wednesday,301,D53,Other,99,Mount Pleasant East,99,Mount Pleasant East (99),"{'type': 'MultiPoint', 'coordinates': [[-79.3785768829999, 43.701013156]]}"
53,GO-2004697185,1100235600000,2004,November,12,Friday,317,D13,Other,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),"{'type': 'MultiPoint', 'coordinates': [[-79.450528817, 43.6762050190001]]}"
54,GO-2004734705,1101877200000,2004,December,1,Wednesday,336,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.428711827, 43.669299618]]}"
55,GO-2004734705,1101877200000,2004,December,1,Wednesday,336,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.428711827, 43.669299618]]}"
56,GO-2004735933,1101963600000,2004,December,2,Thursday,337,D42,Other,133,Centennial Scarborough,133,Centennial Scarborough (133),"{'type': 'MultiPoint', 'coordinates': [[-79.169285319, 43.7820373850001]]}"
57,GO-2004734029,1102050000000,2004,December,3,Friday,338,D54,Stabbing,58,Old East York,58,Old East York (58),"{'type': 'MultiPoint', 'coordinates': [[-79.328765835, 43.6959378070001]]}"
58,GO-2004735980,1102741200000,2004,December,11,Saturday,346,D33,Stabbing,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),"{'type': 'MultiPoint', 'coordinates': [[-79.38496251, 43.7521612890001]]}"
59,GO-2004730198,1102741200000,2004,December,11,Saturday,346,D14,Stabbing,79,University,79,University (79),"{'type': 'MultiPoint', 'coordinates': [[-79.401817135, 43.6576337990001]]}"
60,GO-2004775505,1102827600000,2004,December,12,Sunday,347,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),"{'type': 'MultiPoint', 'coordinates': [[-79.309001553, 43.7087078850001]]}"
61,GO-2004736004,1103432400000,2004,December,19,Sunday,354,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.378857049, 43.6606709000001]]}"
62,GO-2004811677,1103432400000,2004,December,19,Sunday,354,D41,Shooting,124,Kennedy Park,124,Kennedy Park (124),"{'type': 'MultiPoint', 'coordinates': [[-79.2565177229999, 43.7307652860001]]}"
63,GO-2004730003,1103518800000,2004,December,20,Monday,355,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.327768135, 43.7126171720001]]}"
64,GO-2004860547,1104469200000,2004,December,31,Friday,366,D42,Stabbing,123,Cliffcrest,123,Cliffcrest (123),"{'type': 'MultiPoint', 'coordinates': [[-79.2359037539999, 43.735373984]]}"
65,GO-2005879569,1105678800000,2005,January,14,Friday,14,D42,Stabbing,130,Milliken,130,Milliken (130),"{'type': 'MultiPoint', 'coordinates': [[-79.265231237, 43.8273743450001]]}"
66,GO-2005910043,1106024400000,2005,January,18,Tuesday,18,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.424448328, 43.6653782130001]]}"
67,GO-2005920738,1106283600000,2005,January,21,Friday,21,D14,Shooting,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.407702731, 43.642906585]]}"
68,GO-2005920738,1106283600000,2005,January,21,Friday,21,D14,Shooting,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.407702731, 43.642906585]]}"
69,GO-20051003568,1106542800000,2005,January,24,Monday,24,D42,Other,116,Steeles,116,Steeles (116),"{'type': 'MultiPoint', 'coordinates': [[-79.332137013, 43.8072078320001]]}"
70,GO-2005812174,1106715600000,2005,January,26,Wednesday,26,D31,Other,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.5213974099999, 43.773235979]]}"
71,GO-2005951634,1108098000000,2005,February,11,Friday,42,D33,Shooting,126,Dorset Park,126,Dorset Park (126),"{'type': 'MultiPoint', 'coordinates': [[-79.2822700959999, 43.769422438]]}"
72,GO-2005733656,1108098000000,2005,February,11,Friday,42,D12,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),"{'type': 'MultiPoint', 'coordinates': [[-79.455765421, 43.6703229340001]]}"
73,GO-2005736672,1108184400000,2005,February,12,Saturday,43,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.587090092, 43.7536173830001]]}"
74,GO-2005768554,1108443600000,2005,February,15,Tuesday,46,D41,Shooting,126,Dorset Park,126,Dorset Park (126),"{'type': 'MultiPoint', 'coordinates': [[-79.2822700959999, 43.769422438]]}"
75,GO-2005918414,1108443600000,2005,February,15,Tuesday,46,D51,Shooting,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.3737671549999, 43.6672884060001]]}"
76,GO-2005929672,1108702800000,2005,February,18,Friday,49,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),"{'type': 'MultiPoint', 'coordinates': [[-79.491844027, 43.613289722]]}"
77,GO-2005969241,1109566800000,2005,February,28,Monday,59,D32,Shooting,36,Newtonbrook West,36,Newtonbrook West (36),"{'type': 'MultiPoint', 'coordinates': [[-79.445943819, 43.785956195]]}"
78,GO-2005953786,1109998800000,2005,March,5,Saturday,64,D33,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),"{'type': 'MultiPoint', 'coordinates': [[-79.356287906, 43.740990599]]}"
79,GO-2005745939,1110517200000,2005,March,11,Friday,70,D22,Stabbing,16,Stonegate-Queensway,16,Stonegate-Queensway (16),"{'type': 'MultiPoint', 'coordinates': [[-79.498226117, 43.623918019]]}"
80,GO-2005758352,1111726800000,2005,March,25,Friday,84,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.3793579489999, 43.6618755010001]]}"
81,GO-2005884190,1113364800000,2005,April,13,Wednesday,103,D41,Shooting,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),"{'type': 'MultiPoint', 'coordinates': [[-79.281251662, 43.685329837]]}"
82,GO-20051052948,1113796800000,2005,April,18,Monday,108,D11,Shooting,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.4360150209999, 43.6371744840001]]}"
83,GO-20051006774,1113883200000,2005,April,19,Tuesday,109,D52,Other,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.383995241, 43.6423859810001]]}"
84,GO-2005739652,1114315200000,2005,April,24,Sunday,114,D31,Shooting,21,Humber Summit,21,Humber Summit (21),"{'type': 'MultiPoint', 'coordinates': [[-79.552933794, 43.7514449870001]]}"
85,GO-2005736140,1115179200000,2005,May,4,Wednesday,124,D42,Stabbing,129,Agincourt North,129,Agincourt North (129),"{'type': 'MultiPoint', 'coordinates': [[-79.280632321, 43.806446656]]}"
86,GO-2005739574,1115265600000,2005,May,5,Thursday,125,D14,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.435333922, 43.6598607110001]]}"
87,GO-2005737037,1115265600000,2005,May,5,Thursday,125,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.515319214, 43.755215783]]}"
88,GO-2005756176,1115524800000,2005,May,8,Sunday,128,D54,Shooting,66,Danforth,66,Danforth (66),"{'type': 'MultiPoint', 'coordinates': [[-79.341781608, 43.679538076]]}"
89,GO-20051001532,1116043200000,2005,May,14,Saturday,134,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.38162555, 43.667368706]]}"
90,GO-2005863844,1116129600000,2005,May,15,Sunday,135,D41,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),"{'type': 'MultiPoint', 'coordinates': [[-79.244860865, 43.782836779]]}"
91,GO-2005988453,1116388800000,2005,May,18,Wednesday,138,D42,Shooting,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1906465009999, 43.758706196]]}"
92,GO-2005781084,1117166400000,2005,May,27,Friday,147,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.5096539899999, 43.739681841]]}"
93,GO-2005760646,1118548800000,2005,June,12,Sunday,163,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),"{'type': 'MultiPoint', 'coordinates': [[-79.294941056, 43.6897218240001]]}"
94,GO-20051000509,1119585600000,2005,June,24,Friday,175,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.5218381129999, 43.766795985]]}"
95,GO-2005834756,1119672000000,2005,June,25,Saturday,176,D32,Stabbing,32,Englemount-Lawrence,32,Englemount-Lawrence (32),"{'type': 'MultiPoint', 'coordinates': [[-79.4408745549999, 43.720844857]]}"
96,GO-20051086009,1120017600000,2005,June,29,Wednesday,180,D14,Shooting,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.438139323, 43.6664244180001]]}"
97,GO-2005884293,1120622400000,2005,July,6,Wednesday,187,D23,Shooting,22,Humbermede,22,Humbermede (22),"{'type': 'MultiPoint', 'coordinates': [[-79.56861058, 43.746243281]]}"
98,GO-20051150352,1121400000000,2005,July,15,Friday,196,D42,Other,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1916658059999, 43.769814894]]}"
99,GO-2005863854,1121572800000,2005,July,17,Sunday,198,D41,Other,121,Oakridge,121,Oakridge (121),"{'type': 'MultiPoint', 'coordinates': [[-79.272526974, 43.6946242280001]]}"
100,GO-20051059962,1121745600000,2005,July,19,Tuesday,200,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.482086599, 43.680603913]]}"
101,GO-20051070618,1121832000000,2005,July,20,Wednesday,201,D33,Other,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),"{'type': 'MultiPoint', 'coordinates': [[-79.325818352, 43.743384319]]}"
102,GO-20051033503,1122696000000,2005,July,30,Saturday,211,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.3157538899999, 43.796768398]]}"
103,GO-20051135001,1122696000000,2005,July,30,Saturday,211,D31,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),"{'type': 'MultiPoint', 'coordinates': [[-79.4410149549999, 43.720123657]]}"
104,GO-20051148137,1122782400000,2005,July,31,Sunday,212,D52,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.380162147, 43.657694897]]}"
105,GO-20051041793,1123041600000,2005,August,3,Wednesday,215,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.582614672, 43.733967679]]}"
106,GO-20051102449,1123214400000,2005,August,5,Friday,217,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.331725879, 43.7985155920001]]}"
107,GO-20051068304,1123387200000,2005,August,7,Sunday,219,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.375507953, 43.665702305]]}"
108,GO-20051068304,1123387200000,2005,August,7,Sunday,219,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.375507953, 43.665702305]]}"
109,GO-2005985817,1123905600000,2005,August,13,Saturday,225,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),"{'type': 'MultiPoint', 'coordinates': [[-79.520580765, 43.695817576]]}"
110,GO-20051156816,1124078400000,2005,August,15,Monday,227,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.374665454, 43.667094106]]}"
111,GO-20051072514,1124164800000,2005,August,16,Tuesday,228,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.3349477259999, 43.7187265520001]]}"
112,GO-2005117846,1124337600000,2005,August,18,Thursday,230,D41,Other,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.266643642, 43.758138364]]}"
113,GO-20051183577,1124510400000,2005,August,20,Saturday,232,D22,Other,18,New Toronto,18,New Toronto (18),"{'type': 'MultiPoint', 'coordinates': [[-79.508195369, 43.6016825300001]]}"
114,GO-20051189864,1124942400000,2005,August,25,Thursday,237,D42,Shooting,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.220545782, 43.7428339850001]]}"
115,GO-2005761120,1125374400000,2005,August,30,Tuesday,242,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.5094930879999, 43.739131236]]}"
116,GO-20051178414,1125460800000,2005,August,31,Wednesday,243,D51,Other,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.3700991539999, 43.6561628950001]]}"
117,GO-20051389771,1125979200000,2005,September,6,Tuesday,249,D33,Stabbing,42,Banbury-Don Mills,42,Banbury-Don Mills (42),"{'type': 'MultiPoint', 'coordinates': [[-79.3428565249999, 43.7405414090001]]}"
118,GO-20051101797,1126152000000,2005,September,8,Thursday,251,D31,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.5013127459999, 43.704970651]]}"
119,GO-2005739598,1126238400000,2005,September,9,Friday,252,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.399202234, 43.6352447740001]]}"
120,GO-20051096519,1126324800000,2005,September,10,Saturday,253,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.514730516, 43.7672126890001]]}"
121,GO-20051203047,1126584000000,2005,September,13,Tuesday,256,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.5163309129999, 43.751892281]]}"
122,GO-20051139553,1126843200000,2005,September,16,Friday,259,D14,Shooting,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.434712522, 43.637455984]]}"
123,GO-20051156513,1126843200000,2005,September,16,Friday,259,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),"{'type': 'MultiPoint', 'coordinates': [[-79.549328772, 43.727296229]]}"
124,GO-20051156513,1126843200000,2005,September,16,Friday,259,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),"{'type': 'MultiPoint', 'coordinates': [[-79.549328772, 43.727296229]]}"
125,GO-20051156513,1126843200000,2005,September,16,Friday,259,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),"{'type': 'MultiPoint', 'coordinates': [[-79.549328772, 43.727296229]]}"
126,GO-20051158528,1127102400000,2005,September,19,Monday,262,D32,Stabbing,33,Clanton Park,33,Clanton Park (33),"{'type': 'MultiPoint', 'coordinates': [[-79.4400114919999, 43.7361200550001]]}"
127,GO-20051228892,1127361600000,2005,September,22,Thursday,265,D54,Other,58,Old East York,58,Old East York (58),"{'type': 'MultiPoint', 'coordinates': [[-79.33525753, 43.694537908]]}"
128,GO-20051141576,1128139200000,2005,October,1,Saturday,274,D42,Stabbing,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1626398189999, 43.7704017980001]]}"
129,GO-20051325246,1129953600000,2005,October,22,Saturday,295,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5884871659999, 43.738719474]]}"
130,GO-20051265274,1130040000000,2005,October,23,Sunday,296,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.591693666, 43.736768576]]}"
131,GO-20051265274,1130040000000,2005,October,23,Sunday,296,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.591693666, 43.736768576]]}"
132,GO-20051317338,1130821200000,2005,November,1,Tuesday,305,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.331725879, 43.7985155920001]]}"
133,GO-20051293148,1130907600000,2005,November,2,Wednesday,306,D54,Other,54,O'Connor-Parkview,54,O'Connor-Parkview (54),"{'type': 'MultiPoint', 'coordinates': [[-79.3015962599999, 43.7153245740001]]}"
134,GO-20051283750,1131166800000,2005,November,5,Saturday,309,D14,Other,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.432436823, 43.6396742860001]]}"
135,GO-20051345445,1131512400000,2005,November,9,Wednesday,313,D13,Shooting,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),"{'type': 'MultiPoint', 'coordinates': [[-79.4427855879999, 43.697296065]]}"
136,GO-20051356083,1131771600000,2005,November,12,Saturday,316,D32,Stabbing,153,Avondale,51,Willowdale East (51),"{'type': 'MultiPoint', 'coordinates': [[-79.408548015, 43.757608888]]}"
137,GO-20051322417,1131944400000,2005,November,14,Monday,318,D12,Shooting,91,Weston-Pelham Park,91,Weston-Pellam Park (91),"{'type': 'MultiPoint', 'coordinates': [[-79.463607807, 43.680717111]]}"
138,GO-20051258191,1132290000000,2005,November,18,Friday,322,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.593307463, 43.7417808710001]]}"
139,GO-20051337264,1132981200000,2005,November,26,Saturday,330,D41,Stabbing,126,Dorset Park,126,Dorset Park (126),"{'type': 'MultiPoint', 'coordinates': [[-79.277896217, 43.7454594600001]]}"
140,GO-20051428567,1133240400000,2005,November,29,Tuesday,333,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.4486664179999, 43.6595780150001]]}"
141,GO-20051440086,1133413200000,2005,December,1,Thursday,335,D31,Shooting,NSA,NSA,NSA,NSA,"{'type': 'MultiPoint', 'coordinates': [[-79.5406399179999, 43.7715264870001]]}"
142,GO-20051439907,1134709200000,2005,December,16,Friday,350,D53,Other,102,Forest Hill North,102,Forest Hill North (102),"{'type': 'MultiPoint', 'coordinates': [[-79.426843401, 43.707138366]]}"
143,GO-20051443414,1135314000000,2005,December,23,Friday,357,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.516692812, 43.7518585810001]]}"
144,GO-20051229258,1135573200000,2005,December,26,Monday,360,D52,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),"{'type': 'MultiPoint', 'coordinates': [[-79.317686239, 43.6846309200001]]}"
145,GO-20061426456,1136091600000,2006,January,1,Sunday,1,D13,Shooting,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),"{'type': 'MultiPoint', 'coordinates': [[-79.4473049859999, 43.696332066]]}"
146,GO-20061557753,1138251600000,2006,January,26,Thursday,26,D32,Other,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),"{'type': 'MultiPoint', 'coordinates': [[-79.4149286519999, 43.7352004750001]]}"
147,GO-20061361475,1139202000000,2006,February,6,Monday,37,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.50172621, 43.74505556]]}"
148,GO-20061511490,1139374800000,2006,February,8,Wednesday,39,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.3349477259999, 43.7187265520001]]}"
149,GO-20061624304,1139461200000,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.330443476, 43.7968040850001]]}"
150,GO-20061624304,1139461200000,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.330443476, 43.7968040850001]]}"
151,GO-20061624304,1139461200000,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.330443476, 43.7968040850001]]}"
152,GO-20061559867,1141275600000,2006,March,2,Thursday,61,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),"{'type': 'MultiPoint', 'coordinates': [[-79.2925060599999, 43.6928626210001]]}"
153,GO-20061597252,1141448400000,2006,March,4,Saturday,63,D43,Other,134,Highland Creek,134,Highland Creek (134),"{'type': 'MultiPoint', 'coordinates': [[-79.174381898, 43.792715387]]}"
154,GO-20061640987,1142139600000,2006,March,12,Sunday,71,D31,Shooting,22,Humbermede,22,Humbermede (22),"{'type': 'MultiPoint', 'coordinates': [[-79.545216793, 43.7478760810001]]}"
155,GO-20061591256,1142312400000,2006,March,14,Tuesday,73,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2189016839999, 43.7431770860001]]}"
156,GO-20061479234,1142830800000,2006,March,20,Monday,79,D51,Shooting,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.3737671549999, 43.6672884060001]]}"
157,GO-20061570672,1143435600000,2006,March,27,Monday,86,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),"{'type': 'MultiPoint', 'coordinates': [[-79.4909062839999, 43.687569287]]}"
158,GO-20061671071,1143435600000,2006,March,27,Monday,86,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.5071485189999, 43.7484638770001]]}"
159,GO-20061578377,1144382400000,2006,April,7,Friday,97,D31,Other,21,Humber Summit,21,Humber Summit (21),"{'type': 'MultiPoint', 'coordinates': [[-79.5490654929999, 43.7506438840001]]}"
160,GO-20061673447,1145505600000,2006,April,20,Thursday,110,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.471514944, 43.7295782510001]]}"
161,GO-20061636602,1146024000000,2006,April,26,Wednesday,116,D33,Stabbing,47,Don Valley Village,47,Don Valley Village (47),"{'type': 'MultiPoint', 'coordinates': [[-79.344311551, 43.7809826160001]]}"
